Municipio,CodPonto,TipoRede,UGRHI,SEQID,SistHidrico,Coleta_Data,"1,1,1 - Tricloroetano","1,1,1,2 - Tetracloroetano","1,1,2 - Tricloroetano","1,1,2,2 - Tetracloroetano","1,1-Dicloro-1-Propeno","1,1-Dicloroetano","1,1-Dicloroeteno","1,2 Dicloroetano","1,2,3-Triclorobenzeno","1,2,3-Tricloropropano","1,2,4-Triclorobenzeno","1,2,4-Trimetilbenzeno","1,2-Dibromo-3-Cloropropano","1,2-Dibromoetano","1,2-Diclorobenzeno","1,2-Dicloropropano","1,3,5 Triclorobenzeno","1,3,5-Trimetilbenzeno","1,3-Diclorobenzeno","1,3-Dicloropropano","1,4-Diclorobenzeno",1-Cloro-2-Metilbenzeno,1-Cloro-4-Metilbenzeno,1-Metil-Naftaleno,"2,2-Dicloropropano",2-Clorotolueno,2-Metil-Naftaleno,4-Clorotolueno,Acenafteno,Acenaftileno,Alcalinidade Bicarbonato,Alcalinidade Carbonato,Alcalinidade Hidróxido,Alcalinidade Total,Alumínio Dissolvido,Alumínio Total,Antraceno,Arsênio Total,Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Benzo(b)fluoranteno,"Benzo(g,h,i)perileno",Benzo(k)fluoranteno,Boro Total,Bromobenzeno,Bromoclorometano,Bromodiclorometano,Bromofórmio,Bário Total,Carbono Orgânico Dissolvido,Carbono Orgânico Total,Chumbo Total,Cilindrospermopsina,Cloreto Total,Cloreto de Metileno,Cloreto de vinila,Clorobenzeno,Cloroetano,Clorofila-a,Clorofórmio,Cobre Dissolvido,Cobre Total,Condutividade,Cor Verdadeira,Criseno,Crômio Total,Cádmio Total,Cálcio Total,"DBO (5, 20)",DQO,"Dibenzo(a,h)antraceno",Dibromoclorometano,Dibromometano,Dureza,Ens. Ecotoxic. c/ Vibrio fischeri,Escherichia coli**,Estireno,Etilbenzeno,Fenantreno,Fenóis Totais,Feofitina-a,Ferro Dissolvido,Ferro Total,Fluoranteno,Fluoreno,Fluoreto Total,Fósforo Total,Fósforo-Ortofosfato,Hexaclorobutadieno,"Indeno(1,2,3-cd)pireno",Isopropilbenzeno,Magnésio Total,Manganês Total,Mercúrio Total,Microcistinas,Naftaleno,Nitrogênio Amoniacal,Nitrogênio Kjeldahl,Nitrogênio-Nitrato,Nitrogênio-Nitrito,Níquel Total,Número de Células de Cianobactérias,Oxigênio Dissolvido,Pireno,Potencial de Formação de THM,Potássio,Profundidade da Coleta,Salinidade,Saxitoxina,Subst. Tensoat. reagem c/ Azul Metileno,Sulfato Total,Sódio,Sólido Dissolvido Total,Sólido Suspenso Total,Sólido Total,TA98 + S9,TA98 - S9,Temperatura da Água,Temperatura do Ar,Tetracloreto de Carbono,Tetracloroeteno,Tetracloroetileno,Tolueno,Tricloroeteno,Tricloroetileno,Triclorofluormetano,Turbidez,Zinco Total,"cis-1,2-Dicloroeteno","m,p-Xileno",n-Butilbenzeno,n-Propilbenzeno,o-Xileno,p-Isopropiltolueno,pH,sec-Butilbenzeno,terc-Butilbenzeno,"trans-1,2-Dicloroeteno",Óleos e Graxas
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,05/15/2019,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,36.5,0.05,0.05,0.02,0.01,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,3.4,4.6,0.01,,11.2,,,,,8.82,,0.005,0.005,122,5,0.015,0.01,0.001,10.4,5,,0.015,,,33,,12,,10,0.02,0.003,4.09,0.05,0.14,0.02,0.02,0.17,0.009,0.1,,0.08,,1.68,0.072,0.0001,0.18,0.03,1,1,0.33,0.01,0.01,30366,8.1,0.02,315,3.55,,1,0.14,0.1,5.79,11.6,86,,94,,,23.2,25.7,,,,10,,,,2.97,0.02,,,,,10,,7.18,,,,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,07/24/2019,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,35.3,0.05,0.05,0.02,0.01,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,4.4,4.5,0.01,,10.3,,,,,11.23,,0.005,0.005,107,5,0.015,0.01,0.001,10.9,5,,0.015,,,34,,69,,10,0.02,0.003,3.18,0.05,0.11,0.02,0.02,0.1,0.012,0.1,,0.08,,1.62,0.029,0.0001,0.15,0.03,1,1,0.31,0.01,0.01,46434,9.1,0.02,,4.74,,1,0.1,0.08,6.17,16.3,72,,80,,,18.8,20.8,,,,10,,,,2.73,0.01,,,,,10,,7.34,,,,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,09/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.39,5.31,,,10.1,,,,,,,,,122,,,,,,5,,,,,,,2,,,,,,,,,,0.1,0.01,0.1,,,,,,,,,1,1,0.29,0.021,,,9.4,,,,,1,,,6.24,,76,,96,,,19.6,20.5,,,,,,,,3.5,,,,,,,,7.33,,,,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,11/27/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,39.3,0.05,0.052,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,4.42,4.81,0.01,,11.2,2.5,,2.5,,18.2,2.5,0.005,0.005,133,5,0.015,0.01,0.001,14.4,5,,0.015,2.5,10,43.6,,29,5,2.5,0.02,0.007,2.49,0.05,0.074,0.02,0.02,0.13,0.027,0.1,5,0.08,2.5,1.87,0.072,0.0002,0.3,0.03,1,1,0.22,0.01,0.01,108688,8.9,0.02,334,3.08,,1,0.15,0.08,6.23,12,68,,84,,,21.6,22.2,2,2.5,,2,2.5,,,2.95,0.01,2.5,5,2.5,2.5,2.5,2.5,7.87,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,03/04/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,32,0.05,0.16,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,4.56,5.13,0.01,,9.41,2.5,2,2.5,,10.2,2.5,0.005,0.005,106,5,0.015,0.01,0.001,10.4,5,,0.015,2.5,10,,,27,5,2.5,0.02,0.003,3.2,0.079,0.22,0.02,0.02,0.12,0.017,0.1,5,0.08,2.5,1.48,0.06,0.0002,0.47,0.03,1,1.41,0.19,0.01,0.01,74623,8.8,0.02,815,3.66,,1,0.07,0.08,5.31,12.1,68,,70,,,21.8,26.8,2,2.5,,2,2.5,,,4.91,0.01,2.5,5,2.5,2.5,2.5,2.5,7.4,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,11/04/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.05,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,4.98,4.98,0.01,,11.8,2.5,2,2.5,,14.3,2.5,0.005,0.005,137,,0.015,0.01,0.001,11.6,5,,0.015,2.5,10,35.9,,47,5,2.5,0.02,,2.3,0.05,0.05,0.02,0.02,0.14,0.007,0.1,5,0.08,2.5,1.65,0.041,0.0002,0.15,0.03,1,1.01,0.14,0.01,0.01,107369,9.1,0.02,257,3.53,,1,0.19,0.08,6.37,13.6,72,,82,,,20.4,24,2,2.5,,2,2.5,,,3.4,0.01,2.5,5,2.5,2.5,2.5,2.5,6.89,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,12/02/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,41,0.05,0.05,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,4.93,5.08,0.01,,12.2,2.5,2,2.5,,27.3,2.5,0.005,0.005,142,5,0.015,0.01,0.001,17.9,,,0.015,2.5,10,57,,9,5,2.5,0.02,0.005,1.9,0.05,0.091,0.02,0.02,0.17,0.007,0.1,5,0.08,2.5,2.98,0.064,0.0002,0.17,0.03,1,1,0.12,0.01,0.01,196372,8.6,0.02,282,6.41,,1,0.26,,6.88,25.6,72,,88,,,23.5,24.2,2,2.5,,2,2.5,,,3.16,0.01,2.5,5,2.5,2.5,2.5,2.5,7.78,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,03/01/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.062,0.084,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,5.26,6.4,0.01,,9.94,2.5,2,2.5,,12.47,2.5,0.005,0.005,113,,0.015,0.01,0.001,10.3,,,0.015,2.5,10,31.8,,27,5,2.5,0.02,,4.57,0.05,0.11,0.02,0.02,0.12,0.016,0.1,5,0.08,2.5,1.5,0.06,0.0002,0.15,0.03,1,1,0.13,0.01,0.01,26831,8.2,0.02,259,3,,1,0.23,,4.59,10.1,98,,100,540,540,24.5,27.4,2,2.5,,2,2.5,,,3.06,0.016,2.5,5,2.5,2.5,2.5,2.5,7.59,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,06/08/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.083,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,5.5,6.4,0.01,,10.9,2.5,2,2.5,,22.45,2.5,0.005,0.005,88,,0.015,0.01,0.001,10.5,,,0.015,2.5,10,32.7,,108,5,2.5,0.02,,4.12,0.05,0.14,0.02,0.02,0.21,0.018,0.1,5,0.08,2.5,1.54,0.064,0.0002,0.15,0.03,1,1.21,0.21,0.01,0.01,148263,7.6,0.02,259,3.23,,,0.33,,6.56,11.1,50,,72,,,20.4,23,2,2.5,,2,2.5,,,7.4,0.01,2.5,5,2.5,2.5,2.5,2.5,8.1,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,09/14/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.061,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,4.4,5.9,0.01,,12.2,2.5,2,2.5,,19.6,2.5,0.005,0.005,138,,0.015,0.01,0.001,12.8,,,0.015,2.5,10,39.8,,21,5,2.5,0.02,,3.47,0.05,0.1,0.02,0.02,0.13,0.008,0.1,5,0.08,2.5,1.94,0.046,0.0002,0.15,0.03,1,1,0.26,0.011,0.01,157566,8.4,0.02,347,3.74,1,0.1,0.37,,7.08,12.9,102,,112,,450,22,32,2,2.5,,2,2.5,,,3.7,0.01,2.5,5,2.5,2.5,2.5,2.5,8.46,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,11/30/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,32,0.05,0.052,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,5.45,5.98,0.01,,10.8,2.5,2,2.5,,13.51,2.5,0.005,0.005,87,15,0.015,0.01,0.001,9.62,,,0.015,2.5,10,29.4,,116,5,2.5,0.02,0.003,4.02,0.1,0.1,0.02,0.02,0.14,0.012,0.1,5,0.08,2.5,1.31,0.053,0.0002,0.28,0.03,1,1,0.13,0.01,0.01,85395,5.9,0.02,314,2.23,0.3,,0.26,0.08,6.79,9.7,88,,94,,,24.6,31,2,2.5,,2,2.5,,,4.42,0.01,2.5,5,2.5,2.5,2.5,2.5,6.85,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,03/31/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,37.2,0.1,0.1,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,2.91,2.91,0.01,0.05,11.8,2.5,2,2.5,,15.24,2.5,0.005,0.005,131,5,0.015,0.05,0.001,10.1,,,0.015,2.5,10,31.8,,84,5,2.5,0.02,0.003,4.22,0.2,0.2,0.02,0.02,0.13,0.02,0.1,5,0.08,2.5,1.59,0.1,0.0002,2.33,0.03,1,1,0.11,0.01,0.02,43157,8.7,0.02,237,3.47,,1,0.11,0.15,6.17,11,82,,96,,,24,24,2,2.5,,2,2.5,,,5.19,0.1,2.5,5,2.5,2.5,2.5,2.5,7.56,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,06/09/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,29,0.1,0.21,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,3.65,3.65,0.01,0.05,9.77,2.5,2,2.5,,20.62,2.5,0.005,0.005,112,10,0.015,0.05,0.001,9.02,,,0.015,2.5,10,28.2,,88,5,2.5,0.02,0.003,5.04,0.2,0.22,0.02,0.02,0.1,0.02,0.1,5,0.08,2.5,1.38,0.1,0.0002,0.46,0.03,1,2.05,0.17,0.01,0.02,88210,10.1,0.02,316,2.96,,1,0.3,0.08,6.1,9.89,80,,82,,,17,22,2,2.5,,2,2.5,,,4.1,0.1,2.5,5,2.5,2.5,2.5,2.5,7.32,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,09/01/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,34.2,0.1,0.1,0.02,0.01,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,6.9,9.4,0.01,0.08,13,2.5,2,2.5,,14.7,2.5,0.005,0.005,129,8,0.015,0.05,0.001,10.1,,,0.015,2.5,10,31.5,,18,5,2.5,0.02,0.003,4.57,0.2,0.2,0.02,0.02,0.12,0.02,0.1,5,0.05,2.5,1.52,0.1,0.0002,0.41,0.03,1,1.52,0.28,0.01,0.02,63699,10.3,0.02,302,3.26,,1,0.36,0.08,8.72,9.98,100,100,100,,,16,20,2,2.5,,2,2.5,,,3.4,0.1,2.5,5,2.5,2.5,2.5,2.5,7.3,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,12/01/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,26.7,0.1,0.1,0.02,0.01,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,5.3,6.8,0.01,0.54,9.66,2.5,2,2.5,,20.31,2.5,0.005,0.005,105,5,0.015,0.05,0.001,8.12,,,0.015,2.5,10,25.7,,28,5,2.5,0.02,0.003,2.89,0.2,0.2,0.02,0.02,0.1,0.02,0.1,5,0.05,2.5,1.32,0.1,0.0002,0.17,0.03,1,1.23,0.1,0.01,0.02,90381,9.2,0.02,350,2.62,,1,0.29,0.08,6.43,9.1,100,100,100,,,21,25,2,2.5,,2,2.5,,,2.97,0.1,2.5,5,2.5,2.5,2.5,2.5,7.59,2.5,2.5,2.5,
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,03/08/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,0.1,0.1,,0.01,,,,,,,,,,,,0.02,4.02,4.66,0.01,0.54,12.1,,,,,11.3,,0.005,0.005,138,8,,0.05,0.001,10.8,,,,,,33.9,,37,,,,0.003,1.5,0.2,0.2,,,0.12,0.03,0.1,,,,1.67,0.1,0.0002,0.15,,1,1,0.1,0.01,0.02,65167,9.3,,314,3.65,,1,0.13,0.08,6.78,11.4,94,,80,,,21,37,,,,,,,,2.12,0.1,,,,,,,7.48,,,,10
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,06/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,0.1,0.1,,0.01,,,,,,,,,,,,0.02,3.7,5.7,0.01,0.54,11.1,,,,,22.6,,0.005,0.005,118,8,,0.05,0.001,10,,,,,,31.1,,128,,,,0.003,3.51,0.2,0.2,,,0.11,0.03,0.1,,,,1.48,0.1,0.0002,0.15,,1,1,0.15,0.01,0.02,65435,9.5,,258,3.21,,1,0.19,0.08,6.06,8.89,78,,82,,,19,20,,,,,,,,2.43,0.1,,,,,,,7.62,,,,10
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,09/12/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,0.1,0.1,,0.01,,,,,,,,,,,,0.02,5,6.3,0.01,0.54,11.1,,,,,19.9,,0.005,0.005,119,8,,0.05,0.001,9.23,,,,,,29.2,,10,,,,0.003,2.52,0.2,0.2,,,0.12,0.04,0.1,,,,1.5,0.1,0.0002,0.15,,1,1,0.13,0.01,0.02,157643,9.7,,342,2.9,,1,0.2,0.08,6.9,9.84,68,,70,,,20,27,,,,,,,,2.58,0.1,,,,,,,7.92,,,,10
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,12/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0.1,0.1,,0.01,,,,,,,,,,,,0.02,4,5,0.01,0.54,11.4,,,,,23.9,,0.005,0.005,135,5,,0.05,0.001,11.3,,,,,,35.2,,21,,,,,1.86,0.2,0.2,,,0.15,0.02,0.1,,,,1.71,0.1,0.0002,0.69,,1,1.36,0.11,0.01,0.02,124390,8.7,,283,3.74,,1,0.24,0.08,6.86,12.1,50,,50,,,24,29,,,,,,,,2.88,0.1,,,,,,,7.69,,,,10
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,03/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.1,0.1,,0.01,,,,,,,,,,,,0.02,6.6,7.8,0.01,0.54,8.85,,,,,13.6,,0.005,0.005,108,10,,0.05,0.001,8.24,,,,,,26.1,,28,,,,0.003,2.32,0.2,0.2,,,0.11,0.02,0.1,,,,1.34,0.1,0.0002,0.15,,1,1,0.14,0.01,0.02,52804,8.5,,312,2.77,,1,0.19,0.1,4.94,9,50,,52,,,25,28,,,,,,,,4.33,0.1,,,,,,,7.42,,,,10
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,05/08/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,0.1,0.1,,0.01,,,,,,,,,,,,0.02,5.8,7.1,0.01,0.54,11,,,,,20,,0.005,0.005,118,5,,0.05,0.001,8.97,,,,,,28.5,,9,,,,0.003,2.4,0.2,0.2,,,0.12,0.03,0.14,,,,1.48,0.1,0.0002,0.15,,1,1,0.19,0.01,0.02,84593,9.3,,599,3.1,,1,0.25,0.09,7.74,10.3,82,,134,,,23,30,,,,,,,,3.45,0.1,,,,,,,7.78,,,,10
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,09/17/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,0.1,0.1,,0.01,,,,,,,,,,,,0.02,4.85,4.9,0.01,0.54,12.1,,,,,23.2,,0.005,0.005,128,5,,0.05,0.001,10.4,,,,,,32.7,,31,,,,0.004,1.96,0.2,0.2,,,0.13,0.02,0.1,,,,1.63,0.1,0.0001,0.89,,1,1,0.23,0.01,0.02,90680,9.6,,381,3.32,,0.06,0.28,0.08,7.35,10.9,68,,84,,,18,23,,,,,,,,5.51,0.1,,,,,,,7.18,,,,10
CUBATAO,CFUG02900,Rede Básica,07 - BAIXADA SANTISTA,208,Canal de Fuga II da UHE Henry Borden - CFUG,12/10/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,0.1,0.1,,0.01,,,,,,,,,,,,0.02,6.18,6.78,0.01,0.54,11.3,,,,,30.2,,0.005,0.005,121,5,,0.05,0.001,9.32,,,,,,29.6,,43,,,,0.003,4.25,0.2,0.2,,,0.12,0.02,0.1,,,,1.53,0.1,0.0002,0.57,,1,1,0.1,0.01,0.02,188918,8.9,,333,3.03,,0.06,0.36,0.08,7.34,9.09,50,,58,,,22,24,,,,,,,,3.33,0.1,,,,,,,7.56,,,,10
CUBATAO,CUBA02700,Rede Básica,07 - BAIXADA SANTISTA,206,Rio Cubatão - CUBA,01/14/2016,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,0.02,,,,,4.01,0.127,0.784,0.02,0.01,2.5,0.02,0.01,0.02,0.08,0.01,,2.5,10,2.5,10,0.1,5.2,10.2,0.01,,3,2.5,2.5,2.5,,3.56,2.5,0.005,0.005,31.7,25,0.02,0.01,0.005,,5,,0.03,2.5,10,4.36,,4400,5,2.5,0.02,0.003,3.92,0.156,1.1,0.02,0.02,,0.007,,5,0.08,2.5,,0.105,0.0002,,0.03,1,1.2,0.36,0.01,0.01,,8,0.02,701,1.22,,1,,0.08,,2.17,68,,162,,,25.3,27.2,2,2.5,,2,2.5,,,81.4,0.01,2.5,5,2.5,2.5,2.5,2.5,5.93,2.5,2.5,2.5,
CUBATAO,CUBA02700,Rede Básica,07 - BAIXADA SANTISTA,206,Rio Cubatão - CUBA,03/30/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.2,,,3,,,,,,,,,47.1,,,,,,5,,,,,,,440,,,,,,,,,,,0.01,,,,,,,,,,1,1,0.28,0.01,,,7.2,,,,,1,,,,,50,,50,,,22.1,26.1,,,,,,,,1.14,,,,,,,,7.12,,,,
CUBATAO,CUBA02700,Rede Básica,07 - BAIXADA SANTISTA,206,Rio Cubatão - CUBA,05/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,15.7,0.05,0.073,0.02,0.01,2.5,0.02,0.01,0.02,0.08,0.01,,,,,,0.1,1,1,0.01,,17.8,,,,,0.56,,0.005,0.005,52.9,5,0.02,0.01,0.005,,5,,0.03,,,12.6,,260,5,2.5,0.02,0.003,1.17,0.05,0.153,0.02,0.02,,0.018,,,0.08,,,0.054,0.0002,,0.03,1,1.1,0.25,0.01,0.01,,7.3,0.02,65.8,1.73,,1,,0.08,,3.33,50,,50,,,21.4,28.9,,,,2,,,,1.09,0.01,,5,,,2.5,,7.1,,,,
CUBATAO,CUBA02700,Rede Básica,07 - BAIXADA SANTISTA,206,Rio Cubatão - CUBA,07/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,17.1,0.05,0.05,0.02,0.01,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,1,1.06,0.01,,4.54,,,,,0.8,,0.005,0.005,55.1,5,0.015,0.01,0.005,,5,,0.015,,,15.6,,440,,10,0.02,0.003,1.44,0.08,0.16,0.02,0.02,,0.01,,,0.08,,,0.049,0.0002,,0.03,1,1,0.2,0.01,0.01,,7.9,0.02,92.9,0.92,,1,,0.08,,3.4,74,,76,,,18.4,26.7,,,,10,,,,1.72,0.01,,,,,10,,7.08,,,,
CUBATAO,CUBA02700,Rede Básica,07 - BAIXADA SANTISTA,206,Rio Cubatão - CUBA,09/08/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,1.37,,,3.08,,,,,,,,,52,,,,,,5,,,,,,,760,,,,,,,,,,,0.014,,,,,,,,,,1,1.4,0.21,0.01,,,8.1,,,,,1,,,,,50,,50,,,19.4,24.2,,,,,,,,2.18,,,,,,,,6.31,,,,
CUBATAO,CUBA02700,Rede Básica,07 - BAIXADA SANTISTA,206,Rio Cubatão - CUBA,11/16/2016,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,0.02,,,,,4.98,0.15,0.28,0.02,0.01,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,2.82,2.82,0.01,,3.24,2.5,2.5,2.5,,0.56,2.5,0.005,0.005,33.9,40,0.015,0.01,0.005,,5,,0.015,2.5,10,10.5,,480,5,2.5,0.02,0.003,1.16,0.19,0.33,0.02,0.02,,0.008,,5,0.08,2.5,,0.027,0.0002,,0.03,1,1,0.38,0.01,0.01,,7.5,0.02,346,0.8,,1,,0.08,,2.01,50,,50,,,22,25.9,2,2.5,,2,2.5,,,11.6,0.01,2.5,5,2.5,2.5,2.5,2.5,7.45,2.5,2.5,2.5,
